city_iata,city_name,country_name
BOD,Bordeaux,France
BOE,Boundji,Congo
BOG,Bogota,Colombia
BOH,Bournemouth,United Kingdom
BOI,Boise,United States Of America
BOJ,Burgas,Bulgaria
BOK,Brookings,United States Of America
BOL,Ballykelly,United Kingdom
BOM,Mumbai,India
BON,Bonaire,"Bonaire, Saint Eustatius And Saba"
BOO,Bodo,Norway
BOP,Bouar,Central African Republic
BOQ,Boku,Papua New Guinea
BOR,Belfort,France
BOS,Boston,United States Of America
BOT,Boset,Papua New Guinea
BOU,Bourges,France
BOV,Boang,Papua New Guinea
BOW,Bartow,United States Of America
BOX,Borroloola,Australia
BOY,Bobo Dioulasso,Burkina Faso
BOZ,Bozoum,Central African Republic
BPA,Bethpage,United States Of America
BPB,Boridi,Papua New Guinea
BPC,Bamenda,Cameroon
BPD,Bapi,Papua New Guinea
BPE,Qinhaungdao,China
BPF,Batuna,Solomon Islands
BPG,Barra Do Garcas,Brazil
BPH,Bislig,Philippines
BPI,Big Piney/Marbleton,United States Of America
BPK,Biangabip,Papua New Guinea
BPL,Bole,China
BPN,Balikpapan,Indonesia
BPO,Bo'ao,China
BPS,Porto Seguro,Brazil
BPT,Beaumont/Port Arthur,United States Of America
BPU,Beppu,Japan
BPX,Qamdo/Changdu,China
BPY,Besalampy,Madagascar
BQA,Baler,Philippines
BQB,Busselton,Australia
BQD,Brindisi,Italy
BQE,Bubaque,Guinea-Bissau
BQG,Bogorodskoye,Russian Federation
BQI,Bagani,
BQJ,Batagay,Russian Federation
BQL,Boulia,Australia
BQN,Aguadilla,Puerto Rico
BQO,Bouna,Cote D'ivoire
BQQ,Barra,Brazil
BQS,Blagoveschensk,Russian Federation
BQT,Brest,Belarus
BQU,Bequia,St Vincent And The Grenadines
BQW,Balgo Hill,Australia
BQY,Bentivoglio,Italy
BRA,Barreiras,Brazil
BRB,Barreirinhas,Brazil
BRC,San Carlos Bariloche,Argentina
BRD,Brainerd,United States Of America
BRE,Bremen,Germany
BRG,Whitesburg,United States Of America
BRH,Brahman,Papua New Guinea
BRI,Bari,Italy
BRJ,Bright,Australia
BRK,Bourke,Australia
BRL,Burlington,United States Of America
BRM,Barquisimeto,Venezuela
BRN,Berne,Switzerland
BRO,Brownsville,United States Of America
BRP,Biaru,Papua New Guinea
BRQ,Brno,Czech Republic
BRR,Barra,United Kingdom
BRS,Bristol,United Kingdom
BRT,Bathurst Island,Australia
BRU,Brussels,Belgium
BRV,Bremerhaven,Germany
BRW,Barrow,United States Of America
BRX,Barahona,Dominican Republic
BRY,Bardstown,United States Of America
BRZ,Brescia,Italy
BSA,Bosaso,Somalia
BSB,Brasilia,Brazil
BSC,Bahia Solano,Colombia
BSD,Baoshan,China
BSE,Sematan,Malaysia
BSF,Pohakuloa,United States Of America
BSG,Bata,Equatorial Guinea
BSH,Brighton,United Kingdom
BSI,Polilio,Philippines
BSJ,Bairnsdale,Australia
BSK,Biskra,Algeria
BSM,Bishen Kola,Iran Islamic Republic Of
BSN,Bossangoa,Central African Republic
BSO,Basco,Philippines
BSP,Bensbach,Papua New Guinea
BSR,Basrah,Iraq
BSS,Balsas,Brazil
BST,Lashkar Gah,Afghanistan
BSU,Basankusu,Congo Democratic Republic Of
BSV,Besakoa,Madagascar
BSW,Boswell Bay,United States Of America
BSX,Pathein,Myanmar
BSY,Bardera,Somalia
BSZ,Bartletts,United States Of America
BTA,Bertoua,Cameroon
BTB,Betou,Congo
BTC,Batticaloa,Sri Lanka
BTD,Brunette Downs,Australia
BTE,Bonthe,Sierra Leone
BTF,Bountiful,United States Of America
BTG,Batangafo,Central African Republic
BTH,Batam,Indonesia
BTI,Barter Island,United States Of America
BTJ,Banda Aceh,Indonesia
BTK,Bratsk,Russian Federation
BTL,Kalamazoo/Battle Creek,United States Of America
BTM,Butte,United States Of America
BTN,Bennettsville,United States Of America
BTO,Botopasi,Suriname
BTP,Butler,United States Of America
BTQ,Butare,Rwanda
BTR,Baton Rouge,United States Of America
BTS,Bratislava,Slovakia
BTT,Bettles,United States Of America
BTU,Bintulu,Malaysia
BTV,Burlington,United States Of America
BTW,Batu Licin,Indonesia
BTX,Betoota,Australia
BTY,Beatty,United States Of America
BTZ,Yala,Thailand
BUA,Buka,Papua New Guinea
BUB,Burwell,United States Of America
BUC,Burketown,Australia
BUD,Budapest,Hungary
BUE,Buenos Aires,Argentina
BUF,Buffalo,United States Of America
BUG,Benguela,Angola
BUH,Bucharest,Romania
BUI,Bokondini,Indonesia
BUJ,Bou Saada,Algeria
BUK,Al Buq,Yemen
BUL,Bulolo,Papua New Guinea
BUM,Butler,United States Of America
BUN,Buenaventura,Colombia
BUO,Burao,Somalia
BUP,Bathinda,India
BUQ,Bulawayo,Zimbabwe
BUR,Burbank,United States Of America
BUS,Batumi,Georgia
BUT,Bathpalathang,Bhutan
BUU,Muara Bungo,Indonesia
BUV,Bella Union,Uruguay
BUW,Baubau,Indonesia
BUX,Bunia,Congo Democratic Republic Of
BUY,Bunbury,Australia
BUZ,Bushehr,Iran Islamic Republic Of
BVB,Boa Vista,Brazil
BVC,Boa Vista Island,Cape Verde
BVD,Beaver Inlet,United States Of America
BVE,Brive-La-Gaillarde,France
BVF,Bua,Fiji
BVG,Berlevag,Norway
BVH,Vilhena,Brazil
BVI,Birdsville,Australia
BVJ,Bovanenkovo,Russian Federation
BVK,Huacaraje,Bolivia
BVL,Baures,Bolivia
BVM,Belmonte,Brazil
BVN,Baoding Mu,China
BVO,Bartlesville,United States Of America
BVP,Bolovip,Papua New Guinea
BVR,Brava Island,Cape Verde
BVS,Breves,Brazil
BVU,Beluga,United States Of America
BVV,Iturup Island,Russian Federation
BVW,Batavia Downs,Australia
BVX,Batesville,United States Of America
BVY,Beverly,United States Of America
BVZ,Beverley Springs,Australia
BWA,Bhairawa,Nepal
BWB,Barrow Island,Australia
BWC,Brawley,United States Of America
BWD,Brownwood,United States Of America
BWE,Braunschweig/Wolfsburg,Germany
BWF,Barrow-In-Furness,United Kingdom
BWG,Bowling Green,United States Of America
BWH,Butterworth,Malaysia
BWI,Baltimore,United States Of America
BWJ,Bawan,Papua New Guinea
BWK,Brac,Croatia
BWL,Blackwell,United States Of America
BWM,Bowman,United States Of America
BWN,Bandar Seri Begawan,Brunei Darussalam
BWO,Balakovo,Russian Federation
BWP,Bewani,Papua New Guinea
BWQ,Brewarrina,Australia
BWS,Blaine,United States Of America
BWT,Burnie,Australia
BWW,Cayo Las Brujas,Cuba
BWX,Banyuwangi,Indonesia
BWY,Woodbridge,United Kingdom
BXA,Bogalusa,United States Of America
BXB,Irarutu,Indonesia
BXC,Boxborough,United States Of America
BXD,Bade,Indonesia
BXE,Bakel,Senegal
BXF,Bellburn,Australia
BXG,Bendigo,Australia
BXH,Balhash,Kazakhstan
BXI,Boundiali,Cote D'ivoire
BXK,Buckeye,United States Of America
BXL,Nanuya Lagoon,Fiji
BXM,Batom,Indonesia
BXN,Bodrum,Turkey
BXO,Buochs,Switzerland
BXP,Biala Podlaska,Poland
BXR,Bam,Iran Islamic Republic Of
BXS,Borrego Springs,United States Of America
BXT,Bontang,Indonesia
BXU,Butuan,Philippines
BXV,Breiddalsvik,Iceland
BXW,Bawean,Indonesia
BXX,Borama,Somalia
BXY,Baykonur,Kazakhstan
BXZ,Bunsil,Papua New Guinea
BYA,Boundary,United States Of America
BYB,Diba Al Bayah,Oman
BYC,Yacuiba,Bolivia
BYD,Al Bayda,Yemen
BYE,Benxi,China
BYF,Albert,France
BYG,Buffalo,United States Of America
BYH,Blytheville,United States Of America
BYI,Burley/Rupert,United States Of America
BYJ,Beja,Portugal
BYK,Bouake,Cote D'ivoire
BYL,Belle Yella,Liberia
BYM,Bayamo,Cuba
BYN,Bayankhongor,Mongolia
BYO,Bonito,Brazil
BYP,Barimunya,Australia
BYQ,Bunyu,Indonesia
BYR,Laeso,Denmark
BYS,Fort Irwin/Barstow,United States Of America
BYT,Bantry,Ireland Republic Of
BYU,Bayreuth,Germany
BYV,Colombo,Sri Lanka
BYW,Blakely Island,United States Of America
BYX,Baniyala,Australia
BZA,Bonanza,Nicaragua
BZB,Bazaruto Island,Mozambique
BZC,Buzios,Brazil
BZD,Balranald,Australia
BZE,Belize City,Belize
BZF,Redding,United States Of America
BZG,Bydgoszcz,Poland
BZH,Bumi Hills,Zimbabwe
BZI,Balikesir,Turkey
BZK,Bryansk,Russian Federation
BZL,Barisal,Bangladesh
BZM,Bemolanga,Madagascar
BZN,Bozeman,United States Of America
BZO,Bolzano/Bozen,Italy
BZP,Bizant,Australia
BZQ,Bolzano/Bozen,Italy
BZR,Beziers,France
BZT,Brazoria,United States Of America
BZU,Buta,Congo Democratic Republic Of
BZV,Brazzaville,Congo
BZX,Bazhong,China
BZY,Balti,Moldova Republic Of
BZZ,Brize Norton,United Kingdom
CAA,Catacamas,Honduras
CAB,Cabinda,Angola
CAC,Cascavel,Brazil
CAD,Cadillac,United States Of America
CAE,Columbia,United States Of America
CAF,Carauari,Brazil
CAG,Cagliari,Italy
CAH,Ca Mau,Viet Nam
CAI,Cairo,Egypt
CAJ,Canaima,Venezuela
CAK,Akron/Canton,United States Of America
CAL,Campbeltown,United Kingdom
CAM,Camiri,Bolivia
CAN,Guangzhou,China
CAO,Clayton,United States Of America
CAP,Cap Haitien,Haiti
CAQ,Caucasia,Colombia
CAR,Caribou,United States Of America
CAT,Cascais,Portugal
CAU,Caruaru,Brazil
CAV,Cazombo,Angola
CAW,Campos Dos Goytacaze,Brazil
CAX,Carlisle,United Kingdom
CAY,Cayenne,French Guiana
CAZ,Cobar,Australia
CBA,Corner Bay,United States Of America
CBB,Cochabamba,Bolivia
CBC,Cherrabun,Australia
CBD,Car Nicobar Island,India
CBE,Cumberland,United States Of America
CBF,Council Bluffs,United States Of America
CBG,Cambridge,United Kingdom
CBH,Bechar,Algeria
CBI,Cape Barren Island,Australia
CBJ,Pedernales,Dominican Republic
CBK,Colby,United States Of America
CBL,Ciudad Bolivar,Venezuela
CBN,Cirebon,Indonesia
CBO,Cotabato,Philippines
CBP,Coimbra,Portugal
CBQ,Calabar,Nigeria
CBR,Canberra,Australia
CBS,Cabimas,Venezuela
CBT,Catumbela,Angola
CBU,Cottbus,Germany
CBV,Coban,Guatemala
CBW,Campo Mourao,Brazil
CBX,Condobolin,Australia
CBY,Canobie,Australia
CBZ,Cabin Creek,United States Of America
CCA,Chimore,Bolivia
CCB,Upland,United States Of America
CCC,Cayo Coco,Cuba
CCF,Carcassonne,France
CCG,Crane,United States Of America
CCH,Chile Chico,Chile
CCI,Concordia,Brazil
CCJ,Kozhikode,India
CCK,Cocos Islands,Cocos (Keeling) Islands
CCL,Chinchilla,Australia
CCM,Criciuma,Brazil
CCN,Chaghcharan,Afghanistan
CCO,Carimagua,Colombia
CCP,Concepcion,Chile
CCQ,Cachoeira,Brazil
CCR,Concord,United States Of America
CCS,Caracas,Venezuela
CCT,Catriel,Argentina
CCU,Kolkata,India
CCV,Craig Cove,Vanuatu
CCW,Cowell,Australia
CCX,Caceres,Brazil
CCY,Charles City,United States Of America
CCZ,Chub Cay,Bahamas
CDA,Cooinda,Australia
CDB,Cold Bay,United States Of America
CDC,Cedar City,United States Of America
CDD,Cauquira,Honduras
CDE,Chengde,China
CDF,Cortina D'ampezzo,Italy
CDH,Camden,United States Of America
CDI,Cachoeiro Itapemirim,Brazil
CDJ,Conceicao Do Araguaia,Brazil
CDK,Cedar Key,United States Of America
CDL,Candle,United States Of America
CDM,Colonia De Sacramento,Uruguay
CDN,Camden,United States Of America
CDO,Cradock,South Africa
CDP,Cuddapah,India
CDQ,Croydon,Australia
CDR,Chadron,United States Of America
CDS,Childress,United States Of America
CDT,Castellon De La Plana,Spain
CDU,Camden,Australia
CDV,Cordova,United States Of America
CDW,Caldwell,United States Of America
CDY,Mapun,Philippines
CDZ,Cadiz,Spain
CEB,Cebu,Philippines
CEC,Crescent City,United States Of America
CED,Ceduna,Australia
CEE,Cherepovets,Russian Federation
CEG,Chester,United Kingdom
CEH,Chelinda,Malawi
CEI,Chiang Rai,Thailand
CEJ,Cuenca,Spain
CEK,Chelyabinsk,Russian Federation
CEL,Cape Eleuthera,Bahamas
CEM,Central,United States Of America
CEN,Ciudad Obregon,Mexico
CEO,Wacu-Kungo,Angola
CEP,Concepcion,Bolivia
CEQ,Cannes,France
CER,Cherbourg,France
CES,Cessnock,Australia
CET,Cholet,France
CEU,Clemson,United States Of America
CEV,Connersville,United States Of America
CEW,Crestview,United States Of America
CEX,Chena Hot Springs,United States Of America
CEY,Murray,United States Of America
CEZ,Cortez,United States Of America
CFA,Coffee Point,United States Of America
CFB,Cabo Frio,Brazil
CFC,Cacador,Brazil
CFD,Bryan,United States Of America
CFE,Clermont-Ferrand,France
CFF,Cafunfo,Angola
CFG,Cienfuegos,Cuba
CFH,Clifton Hills,Australia
CFI,Camfield Station,Australia
CFK,Chlef,Algeria
CFM,Conklin,Canada
CFN,Donegal,Ireland Republic Of
CFO,Confresa,Brazil
CFP,Carpentaria Downs,Australia
CFQ,Creston,Canada
CFR,Caen,France
CFS,Coffs Harbour,Australia
CFT,Clifton/Morenci,United States Of America
CFU,Kerkyra,Greece
CFV,Coffeyville,United States Of America
CGA,Craig,United States Of America
CGB,Cuiaba,Brazil
CGC,Cape Gloucester,Papua New Guinea
CGD,Changde,China
CGE,Cambridge,United States Of America
CGG,Casiguran,Philippines
CGI,Cape Girardeau,United States Of America
CGJ,Chingola,Zambia
CGM,Camiguin,Philippines
CGN,Cologne/Bonn,Germany
CGO,Zhengzhou,China
CGP,Chittagong,Bangladesh
CGQ,Changchun,China
CGR,Campo Grande,Brazil
CGS,College Park,United States Of America
CGT,Chinguetti,Mauritania
CGU,Ciudad Guayana,Venezuela
CGV,Caiguna,Australia
CGY,Cagayan De Oro,Philippines
CGZ,Casa Grande,United States Of America
CHA,Chattanooga,United States Of America
CHB,Chilas,Pakistan
CHC,Christchurch,New Zealand
CHD,Mucuge,Brazil
CHF,Jinhae,Korea Republic Of
CHG,Chaoyang,China
CHH,Chachapoyas,Peru
CHI,Chicago,United States Of America
CHJ,Chipinge,Zimbabwe
CHK,Chickasha,United States Of America
CHL,Challis,United States Of America
CHM,Chimbote,Peru
CHN,Jeonju,Korea Republic Of
CHO,Charlottesville,United States Of America
CHP,Circle Hot Springs,United States Of America
CHQ,Chania,Greece
CHR,Chateauroux,France
CHS,Charleston,United States Of America
CHT,Chatham Island,New Zealand
CHU,Chuathbaluk,United States Of America
CHV,Chaves,Portugal
CHW,Cheltenham,United Kingdom
CHX,Changuinola,Panama
CHY,Choiseul Bay,Solomon Islands
CHZ,Chiloquin,United States Of America
CIC,Chico,United States Of America
CID,Cedar Rapids,United States Of America
CIE,Collie,Australia
CIF,Chifeng,China
CIG,Craig,United States Of America
CIH,Changzhi,China
CII,Aydin,Turkey
CIJ,Cobija,Bolivia
CIK,Chalkyitsik,United States Of America
CIL,Council,United States Of America
CIM,Cimitarra,Colombia
CIN,Carroll,United States Of America
CIO,Concepcion,Paraguay
CIP,Chipata,Zambia
CIQ,Chiquimula,Guatemala
CIR,Cairo,United States Of America
CIS,Canton Island,Kiribati
CIT,Shymkent,Kazakhstan
CIV,Chomley,United States Of America
CIW,Canouan,St Vincent And The Grenadines
CIX,Chiclayo,Peru
CIY,Comiso,Italy
CIZ,Coari,Brazil
CJA,Cajamarca,Peru
CJB,Coimbatore,India
CJC,Calama,Chile
CJD,Candilejas,Colombia
CJF,Coondewanna,Australia
CJH,Chilko Lake,Canada
CJI,Ciudad Real,Spain
CJJ,Cheongju,Korea Republic Of
CJL,Chitral,Pakistan
CJM,Chumphon,Thailand
CJN,Cijulang,Indonesia
CJS,Ciudad Juarez,Mexico
CJT,Comitan,Mexico
CJU,Jeju,Korea Republic Of
CKA,Cherokee,United States Of America
CKB,Clarksburg,United States Of America
CKC,Cherkassy,Ukraine
CKD,Crooked Creek,United States Of America
CKE,Lakeport,United States Of America
CKG,Chongqing,China
CKH,Chokurdakh,Russian Federation
CKI,Croker Island,Australia
CKK,Cherokee,United States Of America
CKL,Chkalovsky,Russian Federation
CKM,Clarksdale,United States Of America
CKN,Crookston,United States Of America
CKO,Cornelio Procopio,Brazil
CKR,Crane Island,United States Of America
CKS,Parauapebas,Brazil
CKT,Sarakhs,Iran Islamic Republic Of
CKV,Clarksville,United States Of America
CKW,Christmas Creek Mine,Australia
CKX,Chicken,United States Of America
CKY,Conakry,Guinea
CKZ,Canakkale,Turkey
CLA,Comilla,Bangladesh
CLB,Colchester,United Kingdom
CLC,Clear Lake City,United States Of America
CLE,Cleveland,United States Of America
CLF,Coltishall,United Kingdom
CLG,Coalinga,United States Of America
CLH,Coolah,Australia
CLI,Clintonville,United States Of America
CLJ,Cluj-Napoca,Romania
CLL,College Station,United States Of America
CLM,Port Angeles,United States Of America
CLN,Carolina,Brazil
CLO,Cali,Colombia
CLP,Clarks Point,United States Of America
CLQ,Colima,Mexico
CLR,Calipatria,United States Of America
CLS,Chehalis,United States Of America
CLT,Charlotte,United States Of America
CLU,Columbus,United States Of America
CLV,Caldas Novas,Brazil
CLW,Clearwater,United States Of America
CLX,Clorinda,Argentina
CLY,Calvi,France
CLZ,Calabozo,Venezuela
CMA,Cunnamulla,Australia
CMB,Colombo,Sri Lanka
CMC,Camocim,Brazil
CMD,Cootamundra,Australia
CME,Ciudad Del Carmen,Mexico
CMF,Chambery/Aix-Les-Bains,France
CMG,Corumba,Brazil
CMH,Columbus,United States Of America
CMI,Champaign/Urbana,United States Of America
CMJ,Qimei,Chinese Taipei
CMK,Club Makokola,Malawi
CML,Camooweal,Australia
CMM,Carmelita,Guatemala
CMN,Casablanca,Morocco
CMO,Obbia,Somalia
CMP,Santana Do Araguaia,Brazil
CMQ,Clermont,Australia
CMR,Colmar,France
CMS,Scusciuban,Somalia
CMT,Cameta,Brazil
CMU,Kundiawa,Papua New Guinea
CMV,Coromandel,New Zealand
CMW,Camaguey,Cuba
CMX,Hancock,United States Of America
CMY,Sparta,United States Of America
CMZ,Caia,Mozambique
CNA,Cananea,Mexico
CNB,Coonamble,Australia
CNC,Coconut Island,Australia
CND,Constanta,Romania
CNE,Canon City,United States Of America
CNG,Cognac,France
CNH,Claremont,United States Of America
CNI,Changhai,China
CNJ,Cloncurry,Australia
CNK,Concordia,United States Of America
CNL,Sindal,Denmark
CNM,Carlsbad,United States Of America
CNN,Kannur,India
CNO,Chino,United States Of America
CNP,Neerlerit Inaat,Greenland
CNQ,Corrientes,Argentina
CNR,Chanaral,Chile
CNS,Cairns,Australia
CNT,Charata,Argentina
CNU,Chanute,United States Of America
CNV,Canavieiras,Brazil
CNX,Chiang Mai,Thailand
CNY,Moab,United States Of America
CNZ,Cangamba,Angola
COA,Columbia,United States Of America
COB,Coolibah,Australia
COC,Concordia,Argentina
COD,Cody,United States Of America
COE,Coeur D'alene,United States Of America
COG,Condoto,Colombia
COH,Cooch Behar,India
COI,Merritt Island,United States Of America
COJ,Coonabarabran,Australia
COK,Cochin,India
COL,Coll,United Kingdom
COM,Coleman,United States Of America
CON,Concord,United States Of America
COO,Cotonou,Benin
COP,Cooperstown,United States Of America
COQ,Choibalsan,Mongolia
COR,Cordoba,Argentina
COS,Colorado Springs,United States Of America
COT,Cotulla,United States Of America
COU,Columbia,United States Of America
COV,Covilha,Portugal
COW,Coquimbo,Chile
COX,Congo Town,Bahamas
COY,Coolawanyah Station,Australia
COZ,Constanza,Dominican Republic
CPA,Harper,Liberia
CPB,Capurgana,Colombia
CPC,San Martin Los Andes,Argentina
CPD,Coober Pedy,Australia
CPE,Campeche,Mexico
CPF,Cepu,Indonesia
CPG,Carmen De Patagones,Argentina
CPH,Copenhagen,Denmark
CPI,Cape Orford,Papua New Guinea
CPL,Chaparral,Colombia
CPM,Compton,United States Of America
CPN,Cape Rodney,Papua New Guinea
CPO,Copiapo,Chile
CPP,Pica,Chile
CPQ,Campinas,Brazil
CPR,Casper,United States Of America
CPT,Cape Town,South Africa
CPU,Cururupu,Brazil
CPV,Campina Grande,Brazil
CPX,Culebra,Puerto Rico
CPZ,Cipolletti Rn,Argentina
CQA,Canarana,Brazil
CQD,Shahre Kord,Iran Islamic Republic Of
CQF,Calais/Dunkerque,France
CQM,Ciudad Real,Spain
CQP,Cape Flattery,Australia
CQS,Costa Marques,Brazil
CQT,Caquetania,Colombia
CQW,Wulong,China
CRA,Craiova,Romania
CRB,Collarenebri,Australia
CRC,Cartago,Colombia
CRD,Comodoro Rivadavia,Argentina
CRF,Carnot,Central African Republic
CRH,Cherrabah,Australia
CRI,Crooked Island,Bahamas
CRJ,Coorabie,Australia
CRK,Angeles/Mabalacat,Philippines
CRM,Catarman,Philippines
CRN,Constanta,Romania
CRO,Corcoran,United States Of America
CRP,Corpus Christi,United States Of America
CRQ,Caravelas,Brazil
CRR,Ceres,Argentina
CRS,Corsicana,United States Of America
CRT,Crossett,United States Of America
CRU,Carriacou,"Grenada, Windward Islands"
CRV,Crotone,Italy
CRW,Charleston,United States Of America
CRX,Corinth,United States Of America
CRY,Carlton Hill,Australia
CRZ,Turkmenabat,Turkmenistan
CSA,Colonsay,United Kingdom
CSB,Caransebes,Romania
CSC,Canas,Costa Rica
CSD,Cresswell Downs,Australia
CSE,Crested Butte,United States Of America
CSF,Creil,France
CSG,Columbus,United States Of America
CSH,Solovetsky,Russian Federation
CSI,Casino,Australia
CSK,Cap Skiring,Senegal
CSL,Camp San Luis Obispo,United States Of America
CSM,Clinton,United States Of America
CSN,Carson City,United States Of America
CSO,Magdeburg,Germany
CSP,Cape Spencer,United States Of America
CSQ,Creston,United States Of America
CSR,Casuarito,Colombia
CSS,Cassilandia,Brazil
CST,Castaway Island,Fiji
CSU,Santa Cruz Do Sul,Brazil
CSV,Crossville,United States Of America
CSW,Colorado Do Oeste,Brazil
CSX,Changsha,China
CSY,Cheboksary,Russian Federation
CSZ,Coronel Suarez,Argentina
CTA,Catania,Italy
CTB,Cut Bank,United States Of America
CTC,Catamarca,Argentina
CTD,Chitre,Panama
CTE,Carti,Panama
CTF,Coatepeque,Guatemala
CTG,Cartagena,Colombia
CTH,Coatesville,United States Of America
CTI,Cuito Cuanavale,Angola
CTJ,Caserta,Italy
CTK,Canton,United States Of America
CTL,Charleville,Australia
CTM,Chetumal,Mexico
CTN,Cooktown,Australia
CTO,Calverton,United States Of America
CTP,Carutapera,Brazil
CTQ,Santa Vitoria Palmar,Brazil
CTR,Cattle Creek,Australia
CTT,Le Castellet,France
CTU,Chengdu,China
CTV,Saurimo Catoca,Angola
CTW,Cottonwood,United States Of America
CTX,Cortland,United States Of America
CTY,Cross City,United States Of America
CTZ,Clinton,United States Of America
CUA,Ciudad Constitucion,Mexico
CUC,Cucuta,Colombia
CUD,Caloundra,Australia
CUE,Cuenca,Ecuador
CUF,Cuneo,Italy
CUG,Cudal,Australia
CUH,Cushing,United States Of America
CUI,Currillo,Colombia
CUJ,Culion,Philippines
CUK,Caye Caulker,Belize
CUL,Culiacan,Mexico
CUM,Cumana,Venezuela
CUN,Cancun,Mexico
CUO,Caruru,Colombia
CUP,Carupano,Venezuela
CUQ,Coen,Australia
CUR,Curacao,Curacao
CUS,Columbus,United States Of America
CUT,Cutral-Co,Argentina
CUU,Chihuahua,Mexico
CUV,Casigua El Cubo,Venezuela
CUW,Cube Cove,United States Of America
CUY,Cue,Australia
CUZ,Cuzco,Peru
CVB,Chungribu,Papua New Guinea
CVC,Cleve,Australia
CVE,Covenas,Colombia
CVF,Courchevel,France
CVG,Cincinnati,United States Of America
CVH,Caviahue,Argentina
CVI,Caleta Olivia,Argentina
CVJ,Cuernavaca,Mexico
CVL,Cape Vogel,Papua New Guinea
CVM,Ciudad Victoria,Mexico
CVN,Clovis,United States Of America
CVO,Corvallis/Albany,United States Of America
CVQ,Carnarvon,Australia
CVR,Culver City,United States Of America
CVT,Coventry,United Kingdom
CVU,Corvo Island,Portugal
CWB,Curitiba,Brazil
CWC,Chernivtsi,Ukraine
CWF,Lake Charles,United States Of America
CWG,Callaway Gardens,United States Of America
CWI,Clinton,United States Of America
CWJ,Cangyuan,China
CWL,Cardiff,United Kingdom
CWP,Campbellpore,Pakistan
CWR,Cowarie,Australia
